headword,pos,supplement,entry,meaning,ipa,example_sentence,translated_sentence
,,,wild,"(植物・果実・はちみつなどが)野生の  / (鳥獣などが)野生の,飼い慣らされていない  / (人・気性などが)乱暴な,無法な,手に負えない  / 《おもに補語に用いて》気違いじみた,熱狂的な,ひどく興奮した  / 《補語にのみ用いて》熱望して;夢中になって  / (天候・海・時勢などが)荒れた,激しい  / (人・種族などが)未開の  / (土地などが)自然のままの,荒涼とした  / (計画などが)とっぴな,でたらめな  / 的はずれの,見当違いの  / 乱れた,だらしない  / 《話》よい,愉快な  / 乱暴に,やたらに;でたらめに  / 荒野,荒れ地,大自然のままの状態",/waɪld/,I love picking wild berries in the forest.,私は森で野生のベリーを摘むのが大好きです。
,,,will,"《単純未来》…だろう, ...する予定である / 《疑問文で》…だろうか / 《~ be 現在形》…しているだろう, …することになるだろう, 《~ have 過去分詞》…してしまっているだろう / 《意志未来》…するつもりである, ...しよう,  《穏やかな命令》...しなさい, 《依頼・勧誘》…してくれませんか / 《主語の強い意志・固執》どうしても…しようとする / 《習慣》よく…する / 《習性・傾向》…するものである / 《無生物主語を伴って》《可能・能力》できる",/wɪl/,I will go to the party tomorrow.,明日、私はパーティーに行くだろう。
,,,wind,"【動/自】〈川・道路などが〉曲がりくねる,曲がる / 〈ツタなどが〉巻きつく,絡みつく / 〈時計などが〉巻かれる / 【動/他】〈糸・ひもなど〉を巻く《up》 / 《…を》…に巻きつける《with ...》 / 【名/C】巻くこと,一巻き / 曲がり",/wɪnd/,The wind blew through the trees.,風が木々を吹き抜けた。
,,,woman,"〈C〉(成人した)女,女性,婦人  / 〈U〉《冠詞をつけずに》女性[全体],女  / 〈C〉《the womanhood》女らしさ,女性特有の感情(性格,言葉づかいなど)  / 〈C〉(主婦の代りに)家事をする女性,お手伝いさん;(女王に仕える)侍女,女官  / 〈C〉《修飾語[句]を伴って》妻,恋人,愛人",/wʊmən/,The woman was walking along the street.,女性が道路を歩いていた。
,,,wish,"【動/他】《that ~》...であればよいのにと思う / を望む / 《...に》〈あいさつ,幸運を祈る言葉など〉を述べる《to ...》 / 【動/自】《...を》望む《for ...》 / 【名/C/U】願い / 【名/C】祈願 / 望みの物",/wɪʃ/,I have a wish to travel around the world.,私は世界を旅するという願望があります。
,,,wonderful,"驚くべき,不思議な;すばらしい,すてきな",/'wʌndərfəl/,It's a wonderful day.,今日はとても素晴らしい日です。
,,,wood,"【名/U】木材,(材料としての)木；薪（C）森；林",/wʊd/,The table is made of wood.,そのテーブルは木でできています。
,,,word,"〈C〉語,単語  / 《しばしば複数形で》(表現された)言葉;(自分の考えに基く)言葉  / 〈C〉《しばしば複数形で》短い会話,ひと言  / 《単数形で;one's word》約束,保証  / 〈U〉《冠詞をつけずに》知らせ,伝言  / 《the word》合い言葉  / 〈C〉《the word, one's》命令,指図  / 《複数形で》口論,論争  / 《the Word》聖書,(聖書に書かれた)神の言葉  / …‘を'言葉に表す",/wɜːrd/,The word 'love' has a powerful meaning.,「愛」という言葉には強い意味がある。
,,,work,"〈U〉(一般的な)『仕事』,労働;努力,勉強 / 〈U〉(実際にやっている具体的な)『作業』, 仕事 /  〈U〉《定冠詞なしで》『仕事の口』,職業,(工場・会社などの)勤め先 / 〈C〉《しばしば複数形で》(文学・芸術の)作品,著作,(ある人の)作品 / 《複数形で》《単数・複数扱い》《しばしば複合語を作って》工場",/wɜːrk/,I have a lot of work to do today.,今日はたくさんの仕事があります。
,,,yourself,"《強意用法》《you と同格に用いて》あなた自身,ご自身  / 《再帰用法》《動詞・前置詞の目的語として》あなた自身を(に),自分を(に)",/jɔːrˈsɛlf/,Take care of yourself.,ご自分のことを大切にしてください。
,,,anymore,"もはや；これ以上；さらに（…ない、しない） / 《非標準・肯定文・文尾・文頭で》近ごろ, 最近は",/ˌɛn.iˈmɔr/,I don't enjoy playing video games anymore.,もはやビデオゲームを楽しむことはありません。
,,,eventually,"【副】結局,ついに；最後には,ゆくゆくは",/ɪˈvɛn.tʃə.wə.li/,"I know it's tough, but eventually you'll succeed.",頑張りが必要だけど、結局は成功するよ。
,,,listener,"耳を傾ける人,聞き手;(ラジオ)聴取者",/ˈlɪsnər/,She is a good listener and always lends an ear when someone needs to talk.,彼女は良い聞き手で、誰かが話を聞きたいときはいつも耳を傾けてくれます。
,,,versus,"(訴訟・競技などで)…対(《略》v.,vs.)(against)  / (比較や二者択一において)…に対して",/'vɜːrsəs/,The match ended with a score of 3 versus 2.,試合は3対2で終わった。
,,,qualification,"〈U〉資格を与えること,資格があること,〈U〉資格,能力;《複数形で》免許状,資格証明書  / 〈U〉〈C〉制限;条件;修正",/kwɒlɪfɪˈkeɪʃən/,She has the necessary qualification for the job.,彼女はその仕事に必要な資格を持っています。
,,,clause,"【名/C】(文法で) 節 / (条約・法律などの)箇条,条項",/klɔːz/,This clause states that all employees must wear a uniform.,この条項には、全ての従業員は制服を着用しなければならないと記載されています。
,,,approval,"〈U〉《...に対する》 賛成, 是認, 承認 《to ...》",/əˈpruːvəl/,Her approval meant a lot to me.,彼女の承認は私にとってとても大切でした。
,,,extraordinary,"並はずれた / 異常な / 《名詞の前にのみ用いて》特別の, 臨時の",/ɪkˈstrɔːr.dən.ər.i/,She has an extraordinary talent for singing.,彼女は歌う才能が並はずれている。
,,,false,"正しくない, 誤った / 本物でない, 作りものの",/fɔːls/,She gave a false name to the police.,彼女は警察に偽名を伝えた。
,,,frequent,"【形】しばしば起こる, 頻繁な / 常習的な / 【動/自】にしばしば行く,常に出入りする",/'friːkwənt/,I have frequent headaches.,私は頭痛がよく起こります。
,,,improvement,"【名/U】《...の》 改良, 改善, 進歩, 上達 《of ...》 / 【名/C】改良点, 改善点",/ɪmˈpruːvmənt/,Continuous improvement is essential for personal growth.,個人の成長には継続的な改善が不可欠です。
,,,injure,"...を傷つける, ...に損害を与える / (感情・名声など) を傷つける, 害する",/ˈɪn.dʒər/,He accidentally injured his hand while chopping vegetables.,彼は野菜を切っている最中に手を誤って傷つけました。
,,,insist,...と強く要求する / ...と主張する / 強く要求する / 《...を》 主張する 《on ...》,/ɪnˈsɪst/,I insist on going to the party tonight.,私は今夜パーティーに行くと言い張ります。
,,,rely,"《...を》 頼りにする, 信頼する, あてにする 《on ...》",/rɪˈlaɪ/,I rely on my friends for support.,私は友達に支えてもらっています。
,,,remarkable,"注目すべき,目につく / 並々ならぬ, 非凡な",/rɪˈmɑːrkəbəl/,The remarkable achievement of the team impressed everyone.,チームの注目すべき成果は、みんなを感動させました。
,,,servant,"【名/C】(家事をする) 召使,使用人  / 公務員,官吏,役人  /  《…に》 仕える者,《…の》 下僕(しもべ) 《of ...》",/sɜːrvənt/,The servant brought the tray of food to the table.,使用人が食べ物のトレイをテーブルに運んだ。
,,,detail,"〈U/C〉(全体の中の個々の) 細部, 細目 / 《複数形で》 詳細 / 【動/他】《...に》 ...を詳しく述べる《to ...》",/dɪˈteɪl/,Can you provide more detail about the project?,プロジェクトの詳細を提供していただけますか？
,,,embarrass,に恥ずかしい思いをさせる / を困惑させる / を邪魔をする / (人・会社など)を財政困難にする,/ɪmˈbærəs/,I don't want to embarrass him in front of everyone.,私は彼をみんなの前で恥ずかしい思いをさせたくない。
,,,fellow,"【名/C】《話》 男, やつ / 《話》 (一般に) 人 / 仲間, 同僚 / (学会などの)会員 / 【形】仲間同士の, 同類の",/fɛloʊ/,I met a fellow traveler at the airport.,私は空港で仲間の旅行者に出会いました。
,,,genetic,遺伝学の / 遺伝子の / 起源の,/dʒəˈnɛtɪk/,The genetic makeup of an individual plays a vital role in determining their susceptibility to certain diseases.,遺伝子の構成は、特定の病気にかかりやすいかどうかを決定するのに重要な役割を果たします。
,,,representation,〈U〉《...を》 表現すること《of ...》 / 《...が》 表現されていること 《of ...》 / (立法府などの)代表制 / 代表団 / 〈C〉申し立て,/ˌɹɛpɹɪzɛnˈteɪʃən/,Art is a powerful representation of human emotions.,芸術は人間の感情の力強い表現です。
,,,react,"(刺激などに)反応する《+to+名》  / (…に)反対する,反抗する《+against+名》  / (…に)影響を与える;(作用するものに)反作用する,はね返る《+on(upon)+名》  / (…と)化学反応を起こす《+with+名》",/rɪˈækt/,I react quickly to stressful situations.,私はストレスのある状況に素早く反応します。
,,,reputation,"〈C〉(人・物の) 評判,世評  / 名声",/ˌrɛpjəˈteɪʃən/,He has a great reputation in the business world.,彼はビジネス界で素晴らしい評判を持っています。
,,,preserve,"【動/他】《文》 《...から》…を守る,を保護する 《from ...》 / を維持する, を保持する / (食物)を保存する / 【名/C】ジャム / 禁猟区",/prɪˈzɜrv/,It is important to preserve our natural resources for future generations.,将来の世代のために自然資源を保護することが重要です。
,,,quantity,"〈U〉量 / 〈C〉《...の》量,数,額,高 《of ...》 / 〈C〉多量,多数 / 〈C〉(数学で)量,数量",/kwɑːn.tɪ.ti/,She bought a large quantity of apples from the grocery store.,彼女はスーパーマーケットで大量のリンゴを買いました。
,,,spend,【動】消費する、（時を）過ごす,/spɛnd/,I spent all my money.,私は全てのお金を使い切った。
,,,occur,"(異状な事が) 起こる / (考えが) 浮かぶ / 在存する,見いだされる",/əˈkɜr/,Unexpected events occur from time to time.,予期せぬ出来事が時折起こります。
,,,spare,"【形】予備の, (時間・金が)余分の / 【名/C】予備の品 / 【動/他】を容赦する / 《苦労などを》〈人〉にさせない《〜〈人〉〈苦労〉》 / (時間・労力など) を惜しむ / (労力・時間など) をさく",/spɛər/,I always keep a spare set of keys in case I lose mine.,私はいつも予備の鍵を持っています。万が一自分の鍵を失くした場合のために。
,,,ratio,"〈C〉比, 比率, 割合 / 比例",/ˈreɪʃioʊ/,The ratio of boys to girls in the class is 2:3.,クラスの男子と女子の比率は2：3です。
,,,influence,有力者,/ˈɪn.flʊ.əns/,The influential person has a great influence on society.,有力者は社会に大きな影響を与えます。
,,,comfort,"【動/他】を慰める / (苦しみなど) を和らげる / 【名/U】慰め / 【名/C】慰めを与えるもの / 【名/U】快適さ, 安楽",/'kʌmfərt/,I love the comfort of my cozy bed.,私は居心地の良いベッドが大好きです。
,,,detect,"(物事の存在) を感知する,気付く, 検出する / (人)の正体を見破る / (電波)を復調する",/dɪˈtɛkt/,The security system can detect any unauthorized access.,セキュリティシステムは不正なアクセスを検出することができます。
